Data Set 1:Time(s),Data Set 1:Position Y(m),Data Set 1:Velocity Y(m/s),Data Set 1:Acceleration Y(m/s²)
0.02,0.011027426167856902,0.091895226958311274,-0.30856290515972168
0.059999999999999998,0.014948289550375193,0.081939903450094984,-0.40582332893577983
0.10000000000000001,0.018133989244233817,0.065347714116796851,-0.55984467056717846
0.14000000000000001,0.020584529906045645,0.038970385341801583,-0.74528964232965267
0.17999999999999999,0.021564745053183287,0.0027228192064083288,-0.85992231026780874
0.22,0.020829583227168769,-0.03471597253034512,-0.83953654186952464
0.26000000000000001,0.018624097749125212,-0.067730175861571401,-0.71745867938452534
0.29999999999999999,0.015193343802820891,-0.093937332551124395,-0.53664640268205988
0.34000000000000002,0.010782372846733779,-0.11078479688472322,-0.34507985202691538
0.38,0.0061263481038622558,-0.12065502451150679,-0.1707672321639688
0.41999999999999998,0.00098021567100659013,-0.12473925550390656,0.00543621545035933
0.46000000000000002,-0.0041659167618490756,-0.12014449287865619,0.1759671051982922
0.5,-0.0088219412718899548,-0.1094233816224409,0.32061699551343664
0.54000000000000004,-0.012987857975531369,-0.094788212785109294,0.46810311058508852
0.57999999999999996,-0.016663666174281389,-0.072835465511565847,0.62539794602523735
0.62,-0.019114204973448068,-0.042884441791102283,0.7316399769254609
0.66000000000000003,-0.020094421983230859,-0.011742174521916443,0.76484812796951285
0.69999999999999996,-0.020094421983230859,0.020250989150048963,0.73530361807997136
0.73999999999999999,-0.018379043147433549,0.049180960437903785,0.64808815531486508
0.78000000000000003,-0.015928505279589444,0.072324935172218843,0.5479914453184237
0.81999999999999995,-0.012497750401962548,0.092065398995247169,0.45876708784895892
0.85999999999999999,-0.008576887019444257,0.11027426711128401,0.33550736476666493
0.90000000000000002,-0.0034307549358345568,0.12133572583681802,0.1542222822468762
0.93999999999999995,0.0014703235938213766,0.12286731200422057,-0.037580597967867412
0.97999999999999998,0.0066164556774310768,0.11725149363175853,-0.20692963685346719
1.02,0.011027426167856902,0.10550933366175734,-0.3546521707499366
1.0600000000000001,0.015193343802820891,0.089002228115633519,-0.50119299166796194
1.1000000000000001,0.018379044428002089,0.065517888288013706,-0.646670151121568
1.1399999999999999,0.020584529906045645,0.036928260750654716,-0.77512961014028159
1.1799999999999999,0.021564745053183287,0.0020421110093593584,-0.85348156079379356
1.22,0.020829583227168769,-0.034886149741295287,-0.83114586591420136
1.26,0.018624097749125212,-0.067730175861571346,-0.71355878766171577
1.3,0.015193343802820891,-0.093937332551124367,-0.53593733052063552
1.3400000000000001,0.010782372846733779,-0.11078479688472335,-0.34578891834961084
1.3799999999999999,0.0061263481038622558,-0.12065502451150691,-0.1746671023283842
1.4199999999999999,0.00098021567100659013,-0.12490943142135313,-0.0041362041592030866
1.46,-0.0041659167618490756,-0.12082519784194616,0.16214026339937157
1.5,-0.0088219412718899548,-0.1114654965123109,0.32026240576130816
1.54,-0.013232911296654493,-0.096319807683660885,0.49670217282973678
1.5800000000000001,-0.016908721358049661,-0.071303882254546286,0.65399711785838244
1.6200000000000001,-0.019114204973448068,-0.040842319140210796,0.73128549766009654
1.6599999999999999,-0.020094421983230859,-0.011061466971619275,0.75102127808619479
1.7,-0.020094421983230859,0.020421166360999141,0.72584935216223034
1.74,-0.018379043147433549,0.049180960437903765,0.64477915601193247
1.78,-0.015928505279589444,0.072324935172218774,0.54964593273101037
1.8200000000000001,-0.012497750401962548,0.092235575236069636,0.46183971374566707
1.8600000000000001,-0.008576887019444257,0.11061461959292918,0.33657096627180727
1.8999999999999999,-0.0034307549358345568,0.1223567832817532,0.13968639500995272
1.9399999999999999,0.001715377380605787,0.12133572583681797,-0.051998307259775452
1.98,0.0063714018906466663,0.11571990746435597,-0.19251192756156077
2.02,0.011027426167856902,0.10653039110669237,-0.34011628351301476
2.0600000000000001,0.015193343802820891,0.089342580597278468,-0.50225659317310301
2.1000000000000001,0.018379044428002089,0.06568806452883609,-0.64974277791653978
2.1400000000000001,0.020584529906045645,0.036928260750654647,-0.77690228066291389
2.1800000000000002,0.021564745053183287,0.0020421110093593593,-0.85088165206674882
2.2200000000000002,0.020829583227168769,-0.034715973823848813,-0.82488244695497359
2.2599999999999998,0.018624097749125212,-0.067219648109231769,-0.7061135912734281
2.2999999999999998,0.015193343802820891,-0.092405749294104902,-0.54302799374757438
2.3399999999999999,0.011027426167856902,-0.11078479688472316,-0.36729726347133235
2.3799999999999999,0.0061263481038622558,-0.12218660776852619,-0.18175776555532641
2.4199999999999999,0.00098021567100659013,-0.12541995917369289,0.0033089922290845835
2.46,-0.0041659167618490756,-0.12099537375939275,0.16852186030361849
2.5,-0.0088219412718899548,-0.1114654965123109,0.32333502559471644
2.54,-0.013232911296654493,-0.096319807683660871,0.49670216744013879
2.5800000000000001,-0.016908721358049661,-0.071303882254546244,0.65092447287351562
2.6200000000000001,-0.019114204973448068,-0.041012496351160901,0.7247856740798807
2.6600000000000001,-0.020094421983230859,-0.011571998604469821,0.74286695608962949
2.7000000000000002,-0.020094421983230859,0.018889571462447453,0.7297492587064367
2.7400000000000002,-0.018624098331201822,0.049010783873705555,0.65990604346070103
2.7799999999999998,-0.015928505279589444,0.073346000378175555,0.54929142517025553
2.8199999999999998,-0.012497750401962548,0.091214517791134653,0.46148515094152609
2.8599999999999999,-0.0088219412718899548,0.11078479680387919,0.35169774772513623
2.8999999999999999,-0.0034307549358345568,0.12388837235953855,0.14358626247957004
2.9399999999999999,0.001715377380605787,0.1218462555294131,-0.06015260365574613
