Data Set 1:Time(s),Data Set 1:Position Y(m),Data Set 1:Velocity Y(m/s),Data Set 1:Acceleration Y(m/s²),Data Set 2:Time(s),Data Set 2:Position Y(m),Data Set 2:Velocity Y(m/s),Data Set 2:Acceleration Y(m/s²),Data Set 3:Time(s),Data Set 3:Position Y(m),Data Set 3:Velocity Y(m/s),Data Set 3:Acceleration Y(m/s²),Data Set 4:Time(s),Data Set 4:Position Y(m),Data Set 4:Velocity Y(m/s),Data Set 4:Acceleration Y(m/s²)
0.41999999999999998,-0.011762587702833116,-0.14822358866189864,0.2245382145219211,0.41999999999999998,0.0017153774970211089,-0.14056564864909482,-0.31269902918233727,0.41999999999999998,-0.0046560246264562011,0.11520937490179979,0.18483040110839732,0.41999999999999998,-0.016663666232489049,0.10465844768785043,0.57989946689315108
0.46000000000000002,-0.017888936563394964,-0.1346094822009844,0.61334393879484572,0.46000000000000002,-0.0044109703740105033,-0.14975517175723019,-0.095960597011273865,0.46000000000000002,0.00024505396140739322,0.12099537254673325,0.015717701326475729,0.46000000000000002,-0.011762587702833116,0.12644101475921665,0.3721425165493224
0.5,-0.023280122666619718,-0.1002338530573373,1.0014405050657651,0.5,-0.010537318303249776,-0.14975517458676932,0.1793941344849255,0.5,0.0053911862196400762,0.11691114078631572,-0.161785653548532,0.5,-0.0061263478128239512,0.13614106420492236,0.11664169797757201
0.54000000000000004,-0.026710876612924039,-0.045947603131127036,1.1657078145875814,0.54000000000000004,-0.016663666232489049,-0.13886389654847642,0.54078254031341166,0.54000000000000004,0.0098021567100659013,0.10636021054071738,-0.30194476205086868,0.54000000000000004,-0.00049010780639946461,0.1346094798969312,-0.11475083008491181
0.57999999999999996,-0.026710876612924039,0.0040842297797401778,1.049066077619635,0.57999999999999996,-0.022299907519482076,-0.10891286009508705,0.93466996079847819,0.57999999999999996,0.013968073413707316,0.092405756287108606,-0.43312241758277775,0.57999999999999996,0.0049010786460712552,0.12473925429124698,-0.29473598575058579
0.62,-0.025730661465786397,0.039140551557971366,0.86884465395368016,0.62,-0.026220769970677793,-0.057859951630234698,1.155071980424565,0.62,0.017398829222656786,0.072154768470985176,-0.57233621070994489,0.62,0.0095571033889427781,0.1106146138530069,-0.45711260487156252
0.66000000000000003,-0.023525175987742841,0.07028281753365366,0.7407397575145388,0.66000000000000003,-0.026955931796692312,-0.0051052814039091255,1.0888921954933777,0.66000000000000003,0.019849368021823466,0.047479190268657288,-0.72230408348354735,0.66000000000000003,0.013968073413707316,0.089512744307285189,-0.63107058400576388
0.69999999999999996,-0.02009442204143852,0.09870226559643118,0.60542604236009823,0.69999999999999996,-0.025975714786909521,0.033184387979822032,0.90075270354309067,0.69999999999999996,0.021564744994975626,0.013443921408098608,-0.83469124297433772,0.69999999999999996,0.017153774038888514,0.057859949366603471,-0.73530353212710808
0.73999999999999999,-0.015438397764228284,0.12116555266806645,0.414804932163715,0.73999999999999999,-0.024015284492634237,0.063135415419108318,0.77016603943685569,0.73999999999999999,0.021074636490084231,-0.024165041072087143,-0.82169158214341731,0.73999999999999999,0.018624097690917552,0.025186094636511464,-0.70197730452985707
0.78000000000000003,-0.010047210729680955,0.13341825267869153,0.18471224326209248,0.78000000000000003,-0.021074637188576162,0.093596981928890807,0.65955148509175066,0.78000000000000003,0.01935925951693207,-0.055647654032024256,-0.71592233168449215,0.78000000000000003,0.018869151012040675,-0.0006807017295310903,-0.60223508227616918
0.81999999999999995,-0.0044109703740105033,0.1351200112064059,-0.026944640854641152,0.81999999999999995,-0.016418612911365926,0.11963396092242977,0.46845767372607572,0.81999999999999995,0.01641861314419657,-0.081344284020209087,-0.5947899739741257,0.81999999999999995,0.018379044369794428,-0.021272038187210764,-0.53711906180125635
0.85999999999999999,0.00098021572921425104,0.1295041891151211,-0.19085752874049433,0.85999999999999999,-0.011027426808141172,0.13324807263820221,0.22442007573570469,0.85999999999999999,0.012742804014123976,-0.10278650798783116,-0.4741302171079253,0.85999999999999999,0.017153774038888514,-0.041012497321288609,-0.53806447323478512
0.90000000000000002,0.0061263480456545949,0.11827255042994189,-0.30939004194985992,0.90000000000000002,-0.0053911859868094325,0.13597089362317805,0.010990540128356568,0.90000000000000002,0.0080867792712524533,-0.12014449263612431,-0.3261713044156313,0.90000000000000002,0.015193342813290656,-0.062965238693222,-0.57493601543458761
0.93999999999999995,0.01053731853608042,0.10380756155225553,-0.40617779845495489,0.93999999999999995,0,0.13239718714935914,-0.15634951411396567,0.93999999999999995,0.0029406471876427531,-0.13086560082026863,-0.12585957027809264,0.93999999999999995,0.012252696440555155,-0.088151339312187507,-0.58273581010853548
0.97999999999999998,0.014458180987276137,0.08678993164923865,-0.52742843404246997,0.97999999999999998,0.0053911862196400762,0.12286731451038367,-0.2976903887889582,0.97999999999999998,-0.002695593168027699,-0.13205683579952965,0.11900527933454429,0.97999999999999998,0.0080867792712524533,-0.11197602951950904,-0.52163776110970472
1.02,0.01764388254377991,0.064156479008185316,-0.69500488336169219,1.02,0.010047210962511599,0.10738126834945022,-0.41125945452581597,1.02,-0.008086779504083097,-0.1204848415606344,0.34673428863130956,1.02,0.0031857009744271636,-0.13222701204035217,-0.38325128857481899
1.0600000000000001,0.020094421342946589,0.029610680778407381,-0.81247381976824251,1.0600000000000001,0.013968073413707316,0.090023285479724602,-0.52636487913489594,1.0600000000000001,-0.012497749528847635,-0.10227597603160471,0.52329220181243941,1.0600000000000001,-0.002695593168027699,-0.14567094314972764,-0.14795885991914703
1.1000000000000001,0.020094421342946589,-0.0071474040548006809,-0.77820220917320926,1.1000000000000001,0.017398829222656786,0.06756000641164274,-0.68046908252676719,1.1000000000000001,-0.016418612911365926,-0.078451288896354221,0.67751447395382058,1.1000000000000001,-0.0088219413300976157,-0.14737270539626499,0.18341229294076675
1.1399999999999999,0.019114206195808947,-0.035056326952245538,-0.67550553192205287,1.1399999999999999,0.019849368021823466,0.033865082595083487,-0.78304757018351667,1.1399999999999999,-0.019114205031655729,-0.046117790690105874,0.7692205985851045,1.1399999999999999,-0.014948289259336889,-0.13392877331676184,0.57741776620304663
1.1799999999999999,0.017153774038888514,-0.058881015542687626,-0.61204388031663515,1.1799999999999999,0.020094421342946589,-0.00017018561872343048,-0.76035726531273085,1.1799999999999999,-0.02009442204143852,-0.013443939517148664,0.76803891524944878,1.1799999999999999,-0.020339475362561643,-0.099042626000785547,0.89779834558646299
1.22,0.014458180987276137,-0.082705696331686285,-0.5775358776202062,1.22,0.019604312838055193,-0.028929976461869122,-0.68035071201589747,1.22,-0.02009442204143852,0.017017632490023957,0.71355892826847356,1.22,-0.023280122666619718,-0.053095014300197328,0.98607731610015537
1.26,0.01053731853608042,-0.10601985223830618,-0.52163772464570501,1.26,0.01764388254377991,-0.053775718616735572,-0.61263478205602706,1.26,-0.018624098389409482,0.044245850424178744,0.63426145852982119,1.26,-0.02426033781375736,-0.013443929815871841,0.89342575510845157
1.3,0.0058812942588701844,-0.12627083791206431,-0.41622297397191832,1.3,0.015193342813290656,-0.075728469972899684,-0.5925445334525411,1.3,-0.016418612911365926,0.067389835344834448,0.55661843477121975,1.3,-0.024015284492634237,0.01786851660451955,0.78789280203996059
1.3400000000000001,0.00024505396140739322,-0.14090600468787484,-0.26010981456901011,1.3400000000000001,0.01176258793566376,-0.10091456420519142,-0.5738723876832279,1.3400000000000001,-0.013232911354862154,0.089342580233480781,0.46148505409718638,1.3400000000000001,-0.022790014161728323,0.046798494359892327,0.73743077752433461
1.3799999999999999,-0.0056362402392551303,-0.1480534087830975,-0.059089020452781492,1.3799999999999999,0.0071065636584535241,-0.12490942620691703,-0.47472105271245413,1.3799999999999999,-0.0090669946512207389,0.10550932464765449,0.33231649246020206,1.3799999999999999,-0.020339475362561643,0.076409174814923861,0.69571393228047607
1.4199999999999999,-0.011762587702833116,-0.14822358866189864,0.2245382145219228,1.4199999999999999,0.0014703235938213766,-0.14124635425913662,-0.30501745455963863,1.4199999999999999,-0.0046560246264562011,0.11674096179679809,0.17773972103895899,1.4199999999999999,-0.016663666232489049,0.10482862400951688,0.59018094979375879
1.46,-0.017888936563394964,-0.13460948220098432,0.61334393879484628,1.46,-0.0044109703740105033,-0.15026570169235723,-0.089224423155191565,1.46,0.00049010786460712552,0.12099537254673316,-0.005790694884149762,1.46,-0.011762587702833116,0.12712171996503852,0.38916013810519751
1.5,-0.023280122666619718,-0.10023385305733722,1.0014405050657638,1.5,-0.010782372555695474,-0.15077622887878925,0.20054801050292415,1.5,0.0053911862196400762,0.11537955389131731,-0.16887633361796864,1.5,-0.0061263478128239512,0.13835335573983468,0.12337782534836773
1.54,-0.026710876612924039,-0.045947603131126995,1.1658259927571619,1.54,-0.016908719553612173,-0.13716213114902417,0.5629999635475752,1.54,0.0098021567100659013,0.10584968157571785,-0.29449954797795913,1.54,-0.0002450539031997323,0.13665159381667349,-0.13590470660818366
1.5800000000000001,-0.026710876612924039,0.0040842297797401691,1.0497751466371279,1.5800000000000001,-0.022299907519482076,-0.10687074714547228,0.93112459331049158,1.5800000000000001,0.013968073413707316,0.092235579965442072,-0.42674080552028298,1.5800000000000001,0.0051461324328556657,0.12473925065326812,-0.33042571503980706
1.6200000000000001,-0.025730661465786397,0.039140551557971422,0.87203546453240144,1.6200000000000001,-0.026220769970677793,-0.057179247313696537,1.140536094871893,1.6200000000000001,0.017398829222656786,0.072154768470985273,-0.56914540467869845,1.6200000000000001,0.0098021567100659013,0.10857249872060504,-0.47826641262131603
1.6599999999999999,-0.023525175987742841,0.07045299409785212,0.74712137867197859,1.6599999999999999,-0.026955931796692312,-0.0049351054864625122,1.0792016100092539,1.6599999999999999,0.019849368021823466,0.04747919026865733,-0.72159501547660476,1.6599999999999999,0.013968073413707316,0.087300456006131746,-0.62433442463422983
1.7,-0.02009442204143852,0.099212795289026323,0.61287126704377681,1.7,-0.025975714786909521,0.033184387979822018,0.89697101410270086,1.7,0.021564744994975626,0.013443921408098601,-0.83457306497317996,1.7,0.017153774038888514,0.057179245373441094,-0.71828592067672858
1.74,-0.015438397764228284,0.122697141745852,0.40771424198878065,1.74,-0.024015284492634237,0.06313541541910829,0.77004786311994711,1.74,0.021074636490084231,-0.024165041072087137,-0.82169158214341687,1.74,0.018624097690917552,0.025015918719064837,-0.69169583510324317
1.78,-0.0098021564772352576,0.1334182526786914,0.16320381639812812,1.78,-0.021074637188576162,0.09359698192889071,0.66262411416046019,1.78,0.01935925951693207,-0.055647654032024201,-0.71592233168449149,1.78,0.018869151012040675,-0.00068070172953108802,-0.59821703815279359
1.8200000000000001,-0.0044109703740105033,0.13358842212862021,-0.034035331029572104,1.8200000000000001,-0.016418612911365926,0.11980413728451818,0.47495746547397727,1.8200000000000001,0.01641861314419657,-0.081344284020209046,-0.59478997397412681,1.8200000000000001,0.018379044369794428,-0.021272038187210754,-0.53629181753354671
1.8600000000000001,0.00098021572921425104,0.12899365942252608,-0.18353048177726214,1.8600000000000001,-0.011027426808141172,0.1337586017244678,0.23257436059456993,1.8600000000000001,0.012742804014123976,-0.1027865079878313,-0.47413021710792691,1.8600000000000001,0.017153774038888514,-0.041012497321288664,-0.53794629551433715
1.8999999999999999,0.0061263480456545949,0.11810237386574361,-0.30371748711511559,1.8999999999999999,-0.0053911859868094325,0.13750248088197436,0.0070906689533890921,1.8999999999999999,0.0080867792712524533,-0.12014449263612442,-0.32617130441563047,1.8999999999999999,0.015193342813290656,-0.062965238693222056,-0.57493601543458761
1.9399999999999999,0.01053731853608042,0.10380756155225547,-0.40617778632835994,1.9399999999999999,0.00024505396140739322,0.13256736371355748,-0.17135811655559238,1.9399999999999999,0.0029406471876427531,-0.13086560082026857,-0.12585957027809133,1.9399999999999999,0.012252696440555155,-0.088151339312187479,-0.58273581010853448
1.98,0.014458180987276137,0.086619755731792022,-0.53310096192922451,1.98,0.0053911862196400762,0.12184625694418265,-0.29674495725671945,1.98,-0.002695593168027699,-0.13205683579952962,0.11900527933454465,1.98,0.0080867792712524533,-0.11197602951950904,-0.52163776110970383
2.02,0.01764388254377991,0.063645951255845476,-0.70233190158039915,2.02,0.010047210962511599,0.10840232834097041,-0.40842319672994959,2.02,-0.008086779504083097,-0.12048484156063437,0.34673428863131006,2.02,0.0031857009744271636,-0.13222701204035212,-0.38325128857481738
2.0600000000000001,0.020094421342946589,0.028079097521387847,-0.80550133471088181,2.0600000000000001,0.014213127666153014,0.090023285035082681,-0.53830089396841962,2.0600000000000001,-0.012497749528847635,-0.10227597603160465,0.52329220181243985,2.0600000000000001,-0.002695593168027699,-0.14567094314972753,-0.14795885991914476
2.1000000000000001,0.019849368021823466,-0.0071474040548006627,-0.7574029330689761,2.1000000000000001,0.017398829222656786,0.066368769168750216,-0.68342354414894813,2.1000000000000001,-0.016418612911365926,-0.078451288896354054,0.67751447395381914,2.1000000000000001,-0.0088219413300976157,-0.14737270539626465,0.18353047066121589
2.1400000000000001,0.019114206195808947,-0.033524743695225956,-0.67160567927383086,2.1400000000000001,0.019849368021823466,0.034375608407167906,-0.79025638120740727,2.1400000000000001,-0.019114205031655729,-0.046117790690105798,0.76922059858510217,2.1400000000000001,-0.014948289259336889,-0.13392877331676159,0.57800865480528762
2.1800000000000002,0.017153774038888514,-0.058540664354546218,-0.62598887603195053,2.1800000000000002,0.020339474664069712,-0.0018719454399413488,-0.77217501414306389,2.1800000000000002,-0.02009442204143852,-0.013443939517148673,0.76803891524944923,2.1800000000000002,-0.020339475362561643,-0.099042626000785616,0.90016189999544061
2.2200000000000002,0.014458180987276137,-0.08304605010683519,-0.59207176822563246,2.2200000000000002,0.01935925951693207,-0.03063173563633538,-0.67243279913165066,2.2200000000000002,-0.02009442204143852,0.017017632490024026,0.71344075026731979,2.2200000000000002,-0.023280122666619718,-0.052924838382750909,0.9885590482295884
2.2599999999999998,0.01053731853608042,-0.10755144131609222,-0.5209286435016155,2.2599999999999998,0.01764388254377991,-0.053435367105218436,-0.61192572785993005,2.2599999999999998,-0.018624098389409482,0.044245850424178911,0.63355239052287926,2.2599999999999998,-0.02426033781375736,-0.013103577980978656,0.89129855614037323
2.2999999999999998,0.0056362400064244866,-0.1264410144762628,-0.40180523458808265,2.2999999999999998,0.015193342813290656,-0.077430230117493545,-0.59703531265476006,2.2999999999999998,-0.016418612911365926,0.067389835344834489,0.55342762873997098,2.2999999999999998,-0.024015284492634237,0.018719396191752623,0.76685716751932409
2.3399999999999999,0.00024505396140739322,-0.13988494530268417,-0.26058252679820165,2.3399999999999999,0.011517534614540637,-0.10244615101934561,-0.55496396319057506,2.3399999999999999,-0.013232911354862154,0.089172403911814149,0.45510344203469044,2.3399999999999999,-0.022544960840605199,0.044756383350532891,0.71474065328930136
2.3799999999999999,-0.0056362402392551303,-0.14907446816828762,-0.059443554961528484,2.3799999999999999,0.0068615098716691136,-0.12388837264249246,-0.45687620434891962,2.3799999999999999,-0.0090669946512207389,0.10499879568265484,0.32487127838729307,2.3799999999999999,-0.020584528683684766,0.073346008300884669,0.71320422598041011
2.4199999999999999,-0.012007641955278814,-0.14805341209770012,0.23966502022844485,2.4199999999999999,0.0014703235938213766,-0.14073582941717974,-0.30265385883040641,2.4199999999999999,-0.0046560246264562011,0.11520937490179968,0.18483040110839707,2.4199999999999999,-0.016908719553612173,0.10567950319253001,0.61582549346052429
2.46,-0.017888936563394964,-0.1330778931231987,0.61724381839105813,2.46,-0.0046560246264562011,-0.14975517296988969,-0.09052430509598941,2.46,0.00024505396140739322,0.12099537254673315,0.01571770132647585,2.46,-0.011762587702833116,0.12831294985112932,0.37746051127472918
2.5,-0.023280122666619718,-0.099723323364742003,0.99328621136458983,2.5,-0.010782372555695474,-0.1497551672299676,0.18743032260766804,2.5,0.0053911862196400762,0.11691114078631563,-0.16178565354853186,2.5,-0.0061263478128239512,0.13682176787470868,0.10293307027888716
2.54,-0.026710876612924039,-0.04577742656692859,1.1592080152605568,2.54,-0.016908719553612173,-0.13852353525483813,0.55768198027506433,2.54,0.0098021567100659013,0.10636021054071727,-0.30194476205086823,2.54,-0.00049010780639946461,0.13460947925017927,-0.12928671395333516
2.5800000000000001,-0.026710876612924039,0.00408422977974017,1.045875267040913,2.5800000000000001,-0.022544960840605199,-0.10772162220544278,0.95995998809024652,2.5800000000000001,0.013968073413707316,0.092405756287108509,-0.43312241758277675,2.5800000000000001,0.0049010786460712552,0.12422872459865164,-0.30277209903650987
2.6200000000000001,-0.025730661465786397,0.039140551557971338,0.86813558493618626,2.6200000000000001,-0.026465823291800916,-0.054116069158125203,1.1587353975738974,2.6200000000000001,0.017398829222656786,0.072154768470985134,-0.57233621070994412,2.6200000000000001,0.0095571033889427781,0.10925320069266785,-0.44434938321680778
2.6600000000000001,-0.023525175987742841,0.070282817533653605,0.74062157934495743,2.6600000000000001,-0.026710876612924039,-0.0028929944771031568,1.0566294992242069,2.6600000000000001,0.019849368021823466,0.04747919026865724,-0.72230408348354658,2.6600000000000001,0.013723019161261618,0.090023272059624959,-0.60152606676166498
2.7000000000000002,-0.02009442204143852,0.098702265596431193,0.60542604236010222,2.7000000000000002,-0.025975714786909521,0.032333496751056789,0.87593532551765929,2.7000000000000002,0.021564744994975626,0.013443921408098606,-0.83469124297433817,2.7000000000000002,0.017153774038888514,0.060923121701408615,-0.73211268247379957
2.7400000000000002,-0.015438397764228284,0.12116555266806688,0.41480493216371883,2.7400000000000002,-0.024015284492634237,0.062795059703704581,0.76792072074265094,2.7400000000000002,0.021074636490084231,-0.024165041072087237,-0.82169158214342097,2.7400000000000002,0.018869151012040675,0.025866801540056938,-0.72454922892463225
2.7799999999999998,-0.010047210729680955,0.13341825267869192,0.18471224326209013,2.7799999999999998,-0.021074637188576162,0.093426804717940889,0.6651058947962748,2.7799999999999998,0.01935925951693207,-0.055647654032024423,-0.71592233168449348,2.7799999999999998,0.018869151012040675,-0.0015315767895016531,-0.60838029162649843
2.8199999999999998,-0.0044109703740105033,0.1351200112064059,-0.026944640854645142,2.8199999999999998,-0.016418612911365926,0.11980413728451826,0.47732104413614529,2.8199999999999998,0.01641861314419657,-0.081344284020209087,-0.59478997397412414,2.8199999999999998,0.018379044369794428,-0.020250971040998905,-0.54066446078470543
2.8599999999999999,0.00098021572921425104,0.12950418911512104,-0.19097570646094544,2.8599999999999999,-0.011027426808141172,0.13375860172446755,0.23316525458640944,2.8599999999999999,0.012742804014123976,-0.10278650798783114,-0.47413021710792363,2.8599999999999999,0.017398829222656786,-0.041182673238735208,-0.55709125846965624
2.8999999999999999,0.0061263480456545949,0.11827255042994177,-0.31009910827255449,2.8999999999999999,-0.0053911859868094325,0.13750248088197406,0.0072088475721050595,2.8999999999999999,0.0080867792712524533,-0.12014449263612419,-0.32617130441563008,2.8999999999999999,0.015193342813290656,-0.064667009832596142,-0.58533572130581313
2.9399999999999999,0.01053731853608042,0.10380756155225541,-0.40936859690707789,2.9399999999999999,0.00024505396140739322,0.1325673637135574,-0.17147629427603914,2.9399999999999999,0.0029406471876427531,-0.13086560082026849,-0.12585957027809305,2.9399999999999999,0.012252696440555155,-0.089172399667505509,-0.58202670134275458
2.98,0.014458180987276137,0.086619755731791995,-0.53381003094671675,2.98,0.0053911862196400762,0.12184625694418262,-0.29733584585896322,2.98,-0.002695593168027699,-0.13205683579952962,0.11900527933454348,2.98,0.0080867792712524533,-0.11367779289786177,-0.5081654389981346
3.02,0.01764388254377991,0.063645951255845476,-0.70245007974998075,3.02,0.010047210962511599,0.10840232834097041,-0.41090492885937885,3.02,-0.008086779504083097,-0.12048484156063437,0.34673428863130967,3.02,0.0029406471876427531,-0.13222701204035212,-0.35926114619935129
3.0600000000000001,0.020094421342946589,0.028079097521387847,-0.80538315654129944,3.0600000000000001,0.014213127666153014,0.089853109117636068,-0.54149169242054351,3.0600000000000001,-0.012497749528847635,-0.10227597603160465,0.52329220181243985,3.0600000000000001,-0.002695593168027699,-0.14413935698232497,-0.14334990995803867
3.1000000000000001,0.019849368021823466,-0.0071474040548006627,-0.75669386405148276,3.1000000000000001,0.017398829222656786,0.06602841733385699,-0.68448714363298946,3.1000000000000001,-0.016418612911365926,-0.078451288896354054,0.67751447395381914,3.1000000000000001,-0.0088219413300976157,-0.14703235259124375,0.1697036641192495
3.1400000000000001,0.019114206195808947,-0.033524743695225956,-0.6684148686951108,3.1400000000000001,0.019849368021823466,0.033354552902488226,-0.77572052159217575,3.1400000000000001,-0.019114205031655729,-0.046117790690105798,0.76922059858510217,3.1400000000000001,-0.014948289259336889,-0.13426912482827894,0.56359096078390902
3.1800000000000002,0.017153774038888514,-0.058370487790347821,-0.61948907670492825,3.1800000000000002,0.020094421342946589,-0.00034036218292183049,-0.75775733224828146,3.1800000000000002,-0.02009442204143852,-0.013443939517148673,0.76803891524944923,3.1800000000000002,-0.020339475362561643,-0.10057420925780514,0.90169820429798009
3.2200000000000002,0.014458180987276137,-0.082535520414239991,-0.58391747452445897,3.2200000000000002,0.019604312838055193,-0.029100152379315857,-0.6868504810264332,3.2200000000000002,-0.02009442204143852,0.017017632490024026,0.71355892826847711,3.2200000000000002,-0.023525175987742841,-0.053095014300197522,1.0068765935517898
3.2599999999999998,0.01053731853608042,-0.10601985223830658,-0.52482852309782901,3.2599999999999998,0.01764388254377991,-0.054456422609898129,-0.62646158747516167,3.2599999999999998,-0.018624098389409482,0.044245850424178911,0.63426145852982285,3.2599999999999998,-0.02426033781375736,-0.011912346558852357,0.90039824039038263
3.2999999999999998,0.0058812942588701844,-0.12627083791206442,-0.41693204029460745,3.2999999999999998,0.015193342813290656,-0.077770581952386772,-0.59597171317071862,3.2999999999999998,-0.016418612911365926,0.067389835344834489,0.55661843477121753,3.2999999999999998,-0.024015284492634237,0.0183790443568594,0.78032942765051427
3.3399999999999999,0.00024505396140739322,-0.14090600468787459,-0.26022799228945498,3.3399999999999999,0.011517534614540637,-0.10261632693679222,-0.55177316473845095,3.3399999999999999,-0.013232911354862154,0.089342580233480628,0.46148505409718338,3.3399999999999999,-0.022790014161728323,0.046968670277338864,0.73022193466812524
3.3799999999999999,-0.0056362402392551303,-0.14805340878309722,-0.0590890204527817,3.3799999999999999,0.0068615098716691136,-0.12388837264249246,-0.45439447221948986,3.3799999999999999,-0.0090669946512207389,0.10550932464765428,0.33231649246020162,3.3799999999999999,-0.020339475362561643,0.076409174814923708,0.68850508240656139
3.4199999999999999,-0.011762587702833116,-0.14822358866189853,0.22453821452192049,3.4199999999999999,0.0014703235938213766,-0.14073582941717974,-0.3020629702281612,3.4199999999999999,-0.0046560246264562011,0.11674096179679801,0.17773972103896041,3.4199999999999999,-0.016663666232489049,0.10465844768785033,0.57919040057045601
3.46,-0.017888936563394964,-0.13460948220098432,0.61334393879484483,3.46,-0.0046560246264562011,-0.14975517296988969,-0.090406127375540365,3.46,0.00049010786460712552,0.12099537254673315,-0.0057906948841487706,3.46,-0.011762587702833116,0.12644101475921657,0.37202433882887265
3.5,-0.023280122666619718,-0.10023385305733722,1.0014405050657633,3.5,-0.010782372555695474,-0.1497551672299676,0.18743032260766804,3.5,0.0053911862196400762,0.11537955389131731,-0.16887633361796853,3.5,-0.0061263478128239512,0.13614106420492222,0.11675987569802053
3.54,-0.026710876612924039,-0.045947603131126981,1.1657078145875792,3.54,-0.016908719553612173,-0.13852353525483813,0.55768198027506433,3.54,0.0098021567100659013,0.10584968157571784,-0.29449954797795974,3.54,-0.00049010780639946461,0.13460947989693106,-0.11404176376221736
3.5800000000000001,-0.026710876612924039,0.00408422977974017,1.049066077619633,3.5800000000000001,-0.022544960840605199,-0.10772162220544278,0.95995998809024652,3.5800000000000001,0.013968073413707316,0.092235579965442016,-0.42674080552028371,3.5800000000000001,0.0049010786460712552,0.12473925429124684,-0.29154518729846068
3.6200000000000001,-0.025730661465786397,0.039140551557971338,0.86884465395367938,3.6200000000000001,-0.026465823291800916,-0.054116069158125203,1.1587353975738974,3.6200000000000001,0.017398829222656786,0.072154768470985134,-0.56914540467869756,3.6200000000000001,0.0095571033889427781,0.11078478977045346,-0.45061282934859787
3.6600000000000001,-0.023525175987742841,0.070282817533653605,0.74073975751453958,3.6600000000000001,-0.026710876612924039,-0.0028929944771031568,1.0566294992242069,3.6600000000000001,0.019849368021823466,0.04747919026865724,-0.72159501547660287,3.6600000000000001,0.013968073413707316,0.090023272059624959,-0.62291631590518048
