# Frequency 0.75 Hz 
# Amplitude 1.60 cm
# time	position	velocity	acceleration
0.02	0.01176258860505186	-0.05139326353350448	-0.1063836725285156
0.06	0.009802156448131427	-0.05505204592029461	-0.1205178244662767
0.1	0.007596671901410446	-0.06095716171936753	-0.1254695609060473
0.14	0.004901078384136781	-0.06636877171533544	-0.09994314384837509
0.18	0.002205485332524404	-0.0697722974210693	-0.05021383648690305
0.22	-0.0007351617969106883	-0.071133708439043	0.01857758146191675
0.26	-0.003675808809930459	-0.06773018180360345	0.07693389104840913
0.3	-0.006126348074758425	-0.06415647969535915	0.1200688966997
0.34	-0.00882194159203209	-0.05922136103132895	0.1861304098731776
0.38	-0.01102742613875307	-0.05003183646800204	0.2641278189721674
0.42	-0.01298785736435093	-0.03675808903709468	0.3080899943350592
0.46	-0.01396807344281115	-0.02314398556740747	0.297926726797874
0.5	-0.01470323526882567	-0.01259305281564593	0.2791364790431948
0.54	-0.01494828952127136	-0.002382470605274043	0.2960359721148479
0.58	-0.01494828952127136	0.009359701976387039	0.348152441038559
0.62	-0.01445818101637997	0.02671768565455243	0.367533575781411
0.66	-0.01274280404322781	0.04237390401410975	0.3021811611699692
0.7	-0.01078237281762995	0.05139325270041203	0.2185111702461361
0.74	-0.008576887339586392	0.05820030805302343	0.1669855460359367
0.78	-0.006126348074758425	0.0641564798368361	0.1305866894962954
0.82	-0.003430754790315405	0.06926176823374895	0.082488222182696
0.86	-0.0004901078646071255	0.0716442350595672	0.01429952480638922
0.9	0.002450539119308814	0.0701126481847799	-0.04987110509161685
0.94	0.005146132170921192	0.06704947524364496	-0.1023421153593208
0.98	0.007841725222533569	0.06245471799451879	-0.1633219793813941
1.02	0.01029226495302282	0.05411607756589846	-0.2238291593293077
1.06	0.01225269617862068	0.04339496630968318	-0.2572735433552869
1.1	0.01372301983064972	0.0330142094753683	-0.2751184013611495
1.14	0.01494828923023306	0.02144222121892706	-0.2926087566905798
1.18	0.01543839773512445	0.009529875953578284	-0.3104536688310256
1.22	0.01568345105624758	-0.002382469311770464	-0.3470888632251936
1.26	0.01543839773512445	-0.01854922350806493	-0.3678881851410101
1.3	0.01421312740421854	-0.03454580308041637	-0.3214441513299805
1.34	0.0124977494997438	-0.04611778551609157	-0.2304470415675715
1.38	0.01029226495302282	-0.05190377705730503	-0.1615493438350062
1.42	0.008331833727424964	-0.05666872065275026	-0.1461862455942999
1.46	0.00588129399693571	-0.06364595194301925	-0.1314139535960416
1.5	0.003185700945323333	-0.06892141581273682	-0.07811565028757199
1.54	0.0002450539323035627	-0.07096353187484454	0.0003545444458177456
1.58	-0.002695593197131529	-0.06790035780189402	0.06015262240705532
1.62	-0.005146132461959496	-0.06483718263754991	0.09312429104587201
1.66	-0.007841725513571873	-0.06177400666476596	0.1536314072870524
1.7	-0.01029226431273855	-0.0536055462564238	0.2350560516283124
1.74	-0.01225269646965899	-0.04203355379609595	0.2930814704355995
1.78	-0.01372301919036545	-0.02841944482901856	0.3070264274973859
1.82	-0.01445818101637997	-0.01633693270074824	0.2927268865783437
1.86	-0.01494828952127136	-0.00578599994898671	0.2953268815389618
1.9	-0.01494828952127136	0.005615820151029366	0.3312530165720004
1.94	-0.01470323526882567	0.02127204465472863	0.3521704784249358
1.98	-0.01323291161679663	0.03658791150276857	0.3103354508008724
2.02	-0.01151753464364447	0.04628796499067293	0.2571553469677401
2.06	-0.009557102486724034	0.05581783924652776	0.2240654685235232
2.1	-0.007106563687557355	0.06534770889427612	0.164858302744023
2.14	-0.004165916849160567	0.07062317737210021	0.07327038856377127
2.18	-0.001225269661517814	0.0702828265881787	0.001299980637816464
2.22	0.001470323506509885	0.0687512395314926	-0.02907177424927718
2.26	0.004165916558122262	0.06858106442248574	-0.06948866372607304
2.3	0.007106563862180337	0.06483718534582297	-0.1427590585215668
2.34	0.009557103127008304	0.05615818954538551	-0.1973573071266826
2.38	0.01151753435260616	0.04815990040596157	-0.2315107235236936
2.42	0.01347796557820402	0.03828967358761774	-0.2745274774879135
2.46	0.01470323497778736	0.02552645423242613	-0.3019448006482514
2.5	0.01543839773512445	0.01395445950846704	-0.3236895984482089
2.54	0.0159285043773707	-0.0001701765641984011	-0.3450798199700335
2.58	0.01543839773512445	-0.01463516576526064	-0.3404708985288847
2.62	0.01470323497778736	-0.02790892613120375	-0.3176624968658375
2.66	0.01323291132575832	-0.04101249861479218	-0.2688549228215935
2.7	0.01127248010016046	-0.05020201917634243	-0.2048024448469503
2.74	0.009066994622116908	-0.05598801249612347	-0.1706490076213868
2.78	0.00686150960973464	-0.06262488782845664	-0.158122165997571
2.82	0.004165916558122262	-0.07062317632112862	-0.1013967457653526
2.86	0.0009802157001104206	-0.07300564611796286	0.003663501249524085
2.9	-0.001960431371117011	-0.06858106240138612	0.07362489477712642
2.94	-0.004410970635944977	-0.06500735875710632	0.09714232885331213
2.98	-0.007106563687557355	-0.06194418318854225	0.1389773206028619
3.02	-0.009557102486724034	-0.0546266049948624	0.1964118300635654
3.06	-0.01151753464364447	-0.04560725905725521	0.2427376497462876
3.1	-0.01323291161679663	-0.03522649834242957	0.2857544225179599
3.14	-0.01445818101637997	-0.02212292553546527	0.3134080563743025
3.18	-0.01494828952127136	-0.009529875953578291	0.3265258361172955
3.22	-0.01519334284239449	0.002892996417358522	0.3553612697470724
3.26	-0.01494828952127136	0.01991062826063077	0.3554794713838632
3.3	-0.01347796586924233	0.0340352675670551	0.2940269146277796
3.34	-0.01200764221721329	0.04305461285791046	0.236828742895284
3.38	-0.01004721099161543	0.05173360647556057	0.2035025416565374
3.42	-0.007841725513571873	0.05905118956030082	0.1760852284052004
3.46	-0.005391186248743907	0.06721965211100818	0.120187022039991
3.5	-0.002205485390732065	0.06943194429267242	0.04620759233305612
3.54	0.0002450539323035627	0.06909159144722954	0.007681562215392369
3.58	0.003185700945323333	0.07062317708914627	-0.04230771576849165
3.62	0.006126347783720121	0.06670912282263285	-0.1127417758540593
3.66	0.008576887048548087	0.06092313184732723	-0.1721853289348428
3.7	0.01102742677903734	0.05326519636178598	-0.2367105696380953
3.74	0.0129878580046352	0.04186337949552898	-0.2913088248398577
3.78	0.01445818165666424	0.02841944870952939	-0.3087991696006237
3.82	0.01519334348267876	0.01616675031578376	-0.3033629678768967
3.86	0.01568345105624758	0.00510528851817879	-0.3169534055039686
3.9	0.01568345105624758	-0.007998286229040884	-0.3514613879051918
3.94	0.01519334348267876	-0.02416503848508001	-0.3542976927196901
3.98	0.01372301983064972	-0.03931073394293599	-0.2881180234402986
4.02	0.01176258860505186	-0.04781955406845873	-0.2046843163627248
4.06	0.009802156448131427	-0.05343537001560134	-0.1679309197984182
4.1	0.007596671901410446	-0.0605827736257601	-0.1493769981225554
4.14	0.004901078384136781	-0.06636877171533538	-0.1113236914343467
4.18	0.002205485332524404	-0.06994247366189174	-0.0584981123132437
4.22	-0.0007351617969106883	-0.07164423716151046	0.01075420102467799
4.26	-0.003675808809930459	-0.06926176797100596	0.08319732056227129
4.3	-0.006371401861542836	-0.06415647969535908	0.1376774030963311
4.34	-0.00882194159203209	-0.05785995142812473	0.183648654837955
4.38	-0.01102742613875307	-0.05020201400232807	0.2429739403155111
4.42	-0.01298785736435093	-0.03863003156665296	0.3020629171181621
4.46	-0.01421312769525684	-0.02467557464519306	0.3265258377734735
4.5	-0.01494828952127136	-0.0108912878204137	0.3134081253162465
4.54	-0.01494828952127136	0.0001701759174466132	0.3030084560493744
4.58	-0.01494828952127136	0.01157199149020015	0.3272349319704961
4.62	-0.01421312769525684	0.02688786221875082	0.3364527989235257
4.66	-0.01274280404322781	0.04084232075709018	0.291190618346813
4.7	-0.01078237281762995	0.05088272494807214	0.2251291194473496
4.74	-0.008576887339586392	0.05803013213557678	0.1732489647706023
4.78	-0.006126348074758425	0.06415647983683605	0.1339429368917876
4.82	-0.003430754790315405	0.06926176823374887	0.08475723629325543
4.86	-0.0004901078646071255	0.07164423505956714	0.02276106045956329
4.9	0.002450539119308814	0.0703508946632306	-0.01935756857299693
4.94	0.005146132170921192	0.06858106062281871	-0.02884725655141299
4.98	0.007841725222533569	0.06773017897406432	-0.02699185832193227
			
