Data Set 1:Time(s),Data Set 1:Position G(m),Data Set 1:Velocity G(m/s),Data Set 1:Acceleration G(m/s²),Data Set 1:Position Y 1(m),Data Set 1:Velocity Y 1(m/s),Data Set 1:Acceleration Y 1(m/s²),Data Set 1:Position Y 2(m),Data Set 1:Velocity Y 2(m/s),Data Set 1:Acceleration Y 2(m/s²)
2.1800000000000002,-0.0026955604553222656,-0.068921306067042887,-0.49374759036265997,-0.087729305028915405,-0.060412572282883874,1.8890752179697621,0.018869152292609215,0.68342816488843228,-0.94081505166183621
2.2200000000000002,-0.0063713788986206055,-0.07538812028037202,0.14346627587521449,-0.088709518313407898,0.017187796119186669,1.8719394934179772,0.046315191313624382,0.61825064007684583,-2.16041221078122
2.2599999999999998,-0.0095570683479309082,-0.055647806988822275,0.72537504573479483,-0.086258985102176666,0.092065396408240296,1.7759792886122563,0.069840369746088982,0.50525355117214599,-3.2118422594651044
2.2999999999999998,-0.011517524719238281,-0.013954730497466192,1.1953722720068931,-0.081112846732139587,0.16047629631227925,1.6379474057172063,0.087974360212683678,0.35328605833152943,-4.0056440886676148
2.3399999999999999,-0.01127249002456665,0.045607363184293086,1.490463755656906,-0.073271125555038452,0.22361171949240885,1.4787615617495675,0.09900178574025631,0.17374999717705766,-4.4524748530723954
2.3799999999999999,-0.0080867409706115723,0.11248663067817678,1.5653865009454266,-0.062978856265544891,0.27925939713087322,1.3026760288882091,0.10218748264014721,-0.015826430171728117,-4.4979729390445113
2.4199999999999999,-0.0022054910659790039,0.17749398118919779,1.4269992818389012,-0.050726160407066345,0.32809998115731581,1.1140635750187466,0.097531458362936974,-0.19893612609141387,-4.1424935479432037
2.46,0.0063714385032653809,0.2334820727507271,1.0786082072436423,-0.036513030529022217,0.36945278342399296,0.89626174698940053,0.085523819550871849,-0.35873172002740999,-3.4289349238221098
2.5,0.017153799533843994,0.26921878258387222,0.56323322272043097,-0.020829588174819946,0.40059506168795922,0.65506098541879421,0.067634878680109978,-0.48159903655889297,-2.4475845204932813
2.54,0.028671324253082275,0.28113099849886342,-0.043607440512673019,-0.0041659176349639893,0.4220373411145471,0.40275057314975521,0.045580027624964714,-0.55970994079770053,-1.2926308407955192
2.5800000000000001,0.040433883666992188,0.26734686560100956,-0.7003194503026231,0.013232916593551636,0.43343907843033436,0.13141365388385357,0.021319691091775894,-0.58829956704155595,-0.03781699675011764
2.6200000000000001,0.05097121000289917,0.22514348642693605,-1.3480547177432838,0.030876785516738892,0.43326890509989485,-0.16013075192286139,-0.0031857008580118418,-0.56345382989901582,1.2232604127842173
2.6600000000000001,0.059303075075149536,0.15656227866808564,-1.8975854834058745,0.048275619745254517,0.42101629078388192,-0.46573929994561752,-0.025485606864094734,-0.48585343287817895,2.3406335045073248
2.7000000000000002,0.064204126596450806,0.06687918470965494,-2.2516453949113697,0.064939290285110474,0.39634068186084442,-0.78316611944938119,-0.043374544009566307,-0.3667300044778839,3.1769794136773286
2.7400000000000002,0.064939290285110474,-0.032163287202517293,-2.3490220544009026,0.080377683043479919,0.35890184549821863,-1.1151279308430737,-0.055627239868044853,-0.22105905857946173,3.6807723851476815
2.7799999999999998,0.061508536338806152,-0.12848292373948669,-2.2068550022617965,0.094100698828697205,0.30733845714065855,-1.4520533609974462,-0.061508534476161003,-0.061433648483620949,3.8358219188484051
2.8199999999999998,0.054401993751525879,-0.21561317973666727,-1.8420427991652153,0.10537318885326385,0.24250121787190446,-1.7778699596723013,-0.060528317466378212,0.097340875719156561,3.6307829010677994
2.8599999999999999,0.043619632720947266,-0.28266292065381987,-1.2705357095663514,0.11395005881786346,0.16404992590347917,-2.0685865986448402,-0.053176699206233025,0.23960827497325618,3.096263677591955
2.8999999999999999,0.030876815319061279,-0.32163357569111689,-0.56170090963994801,0.11885114014148712,0.074537367456489076,-2.2882800463035129,-0.040433896705508232,0.35311588322252208,2.3021075556266299
2.9399999999999999,0.016908705234527588,-0.32963160839345695,0.21331295382553392,0.12007643282413483,-0.021101844807465853,-2.4383671274178704,-0.023770229890942574,0.42969523654189956,1.3205210744212128
2.98,0.003430783748626709,-0.30410509142610737,0.97650507131568276,0.11738081276416779,-0.1228672969672414,-2.5076186284422834,-0.0046560245100408792,0.46219891454610518,0.23777417964869682
3.02,-0.0083318352699279785,-0.24913830889595859,1.6606380634101792,0.11027427017688751,-0.22531332862046013,-2.46448429404861,0.014703234657645226,0.44824446102009219,-0.82712788876781163
3.0600000000000001,-0.017398834228515625,-0.16677271988656772,2.1963390912630643,0.09924684464931488,-0.32401570222443982,-2.2978544088632384,0.032592171803116798,0.39123538283294862,-1.7492709018066881
3.1000000000000001,-0.022299885749816895,-0.065517880850368013,2.4921370290771647,0.084053501486778259,-0.41335833569367691,-2.0009910768288881,0.047050351276993752,0.30070157453236662,-2.4402576410567289
3.1400000000000001,-0.022790014743804932,0.041352709134419734,2.5170740533482148,0.065674453973770142,-0.48721489600009354,-1.5984762734503644,0.057342616841197014,0.18770449484388022,-2.8647529988692977
3.1800000000000002,-0.018869161605834961,0.14413942893346157,2.2768190728477564,0.044599816203117371,-0.54456433281302463,-1.0927919230860972,0.062488747760653496,0.062114375436471601,-2.9914399651098402
3.2200000000000002,-0.010782361030578613,0.23161015576786539,1.7843687803381132,0.021319687366485596,-0.57774869104226612,-0.4967015788511131,0.062243698164820671,-0.061603839923110471,-2.8096822304324292
